,Name,Score rank,Popularity rank,Score,Episodes,Type,Link,Premiered,English name,Japanese name,Synonyms,Status,Aired,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Members Favorites,Members Total,Members Watching,Members Completed,Members On-Hold,Members Dropped,Members Plan to Watch,Members score 10,Members score 9,Members score 8,Members score 7,Members score 6,Members score 5,Members score 4,Members score 3,Members score 2,Members score 1
29,Monogatari Series: Second Season,30,245,8.78,  Episodes:  26  ,  Type:  TV,https://myanimelist.net/anime/17074/Monogatari_Series__Second_Season,    Premiered:          Summer 2013          ,Monogatari Series: Second Season  ,〈物語〉シリーズ セカンドシーズン  ,"Nekomonogatari: Shiro, Kabukimonogatari: Mayoi Jianshi, Otorimonogatari, Onimonogatari, Koimonogatari  ",  Status:  Finished Airing  ,"  Aired:  Jul 7, 2013 to Dec 29, 2013  ",    Broadcast:    Sundays at 00:00 (JST)      ,"    Producers:          Aniplex,       Kodansha,       Cyclone Graphics  ",    Licensors:          Aniplex of America  ,    Studios:          Shaft  ,  Source:  Light novel  ,"  Genres:      MysteryMystery,     ComedyComedy,     SupernaturalSupernatural,     RomanceRomance,     VampireVampire",  Duration:  24 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  19,908","537,819","35,711","353,780","16,649","5,750","125,929",85727,101530,66812,23669,6193,2447,1102,546,320,885
30,Monster,31,159,8.78,  Episodes:  74  ,  Type:  TV,https://myanimelist.net/anime/19/Monster,    Premiered:          Spring 2004          ,Monster  ,モンスター  ,,  Status:  Finished Airing  ,"  Aired:  Apr 7, 2004 to Sep 28, 2005  ",    Broadcast:    Wednesdays at 00:40 (JST)      ,"    Producers:          VAP,       Shogakukan-Shueisha Productions,       Nippon Television Network  ",    Licensors:          VIZ Media  ,    Studios:          Madhouse  ,  Source:  Manga  ,"  Genres:      DramaDrama,     HorrorHorror,     MysteryMystery,     PolicePolice,     PsychologicalPsychological,     SeinenSeinen,     ThrillerThriller",  Duration:  24 min. per ep.  ,  Rating:  R+ - Mild Nudity  ,"  Favorites:  28,356","679,666","72,669","233,517","51,470","24,588","297,422",85834,66364,47071,23778,9515,4676,2225,920,630,1236
31,Cowboy Bebop,32,42,8.77,  Episodes:  26  ,  Type:  TV,https://myanimelist.net/anime/1/Cowboy_Bebop,    Premiered:          Spring 1998          ,Cowboy Bebop  ,カウボーイビバップ  ,,  Status:  Finished Airing  ,"  Aired:  Apr 3, 1998 to Apr 24, 1999  ",    Broadcast:    Saturdays at 01:00 (JST)      ,    Producers:          Bandai Visual  ,"    Licensors:          Funimation,       Bandai Entertainment  ",    Studios:          Sunrise  ,  Source:  Original  ,"  Genres:      ActionAction,     AdventureAdventure,     ComedyComedy,     DramaDrama,     Sci-FiSci-Fi,     SpaceSpace",  Duration:  24 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  59,227","1,350,180","114,984","767,093","77,384","28,769","361,950",245610,195063,142018,67242,22216,9554,3414,1433,784,1684
32,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,33,1079,8.77,  Episodes:  12  ,  Type:  TV,https://myanimelist.net/anime/33095/Shouwa_Genroku_Rakugo_Shinjuu__Sukeroku_Futatabi-hen,    Premiered:          Winter 2017          ,Descending Stories: Showa Genroku Rakugo Shinju  ,昭和元禄落語心中～助六再び篇～  ,"Shouwa Genroku Rakugo Shinjuu 2nd Season, Showa and Genroku Era Lover's Suicide Through Rakugo 2nd Season  ",  Status:  Finished Airing  ,"  Aired:  Jan 7, 2017 to Mar 25, 2017  ",    Broadcast:    Saturdays at 02:25 (JST)      ,"    Producers:          Mainichi Broadcasting System,       Kodansha,       DAX Production,       King Records  ","    Licensors:    None found, add some  ",    Studios:          Studio Deen  ,  Source:  Manga  ,"  Genres:      DramaDrama,     HistoricalHistorical,     JoseiJosei",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  2,604","148,820","9,618","60,022","4,875","3,045","71,260",17115,16626,11257,4460,1548,680,265,117,72,546
33,Mushishi Zoku Shou 2nd Season,34,762,8.76,  Episodes:  10  ,  Type:  TV,https://myanimelist.net/anime/24701/Mushishi_Zoku_Shou_2nd_Season,    Premiered:          Fall 2014          ,,蟲師 続章  ,Mushishi Zoku Shou 2nd Season  ,  Status:  Finished Airing  ,"  Aired:  Oct 19, 2014 to Dec 21, 2014  ",    Broadcast:    Sundays at 00:30 (JST)      ,"    Producers:          Aniplex,       Kodansha,       Delfi Sound  ",    Licensors:          Aniplex of America  ,    Studios:          Artland  ,  Source:  Manga  ,"  Genres:      AdventureAdventure,     FantasyFantasy,     HistoricalHistorical,     MysteryMystery,     SeinenSeinen,     Slice of LifeSlice of Life,     SupernaturalSupernatural",  Duration:  23 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  1,137","209,941","11,184","104,807","5,339","2,528","86,083",25118,27389,20144,7639,2028,725,217,91,60,481
34,Hajime no Ippo,35,357,8.74,  Episodes:  75  ,  Type:  TV,https://myanimelist.net/anime/263/Hajime_no_Ippo,    Premiered:          Fall 2000          ,Fighting Spirit  ,はじめの一歩 THE FIGHTING!  ,"The First Step, Hajime no Ippo: The Fighting  ",  Status:  Finished Airing  ,"  Aired:  Oct 4, 2000 to Mar 27, 2002  ",    Broadcast:    Tuesdays at 00:50 (JST)      ,    Producers:          VAP  ,"    Licensors:          Discotek Media,       Geneon Entertainment USA  ",    Studios:          Madhouse  ,  Source:  Manga  ,"  Genres:      ComedyComedy,     SportsSports,     DramaDrama,     ShounenShounen",  Duration:  23 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  15,013","410,023","33,405","234,336","20,662","10,287","111,333",58691,66291,51181,20661,5307,1915,585,223,151,685
35,Made in Abyss,36,97,8.72,  Episodes:  13  ,  Type:  TV,https://myanimelist.net/anime/34599/Made_in_Abyss,    Premiered:          Summer 2017          ,Made in Abyss  ,メイドインアビス  ,,  Status:  Finished Airing  ,"  Aired:  Jul 7, 2017 to Sep 29, 2017  ",    Broadcast:    Fridays at 21:30 (JST)      ,"    Producers:          Media Factory,       AT-X,       Takeshobo,       Sony Music Communications,       Kadokawa Media House,       Cygames,       Kanetsu Investment,       Global Solutions  ",    Licensors:          Sentai Filmworks  ,    Studios:          Kinema Citrus  ,  Source:  Web manga  ,"  Genres:      Sci-FiSci-Fi,     AdventureAdventure,     MysteryMystery,     DramaDrama,     FantasyFantasy",  Duration:  25 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  30,795","938,385","57,368","595,763","22,173","13,137","249,944",140124,176954,119346,45048,13287,5334,2220,973,519,993
36,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,37,646,8.72,  Episodes:  1  ,  Type:  Movie,https://myanimelist.net/anime/36862/Made_in_Abyss_Movie_3__Fukaki_Tamashii_no_Reimei,,,劇場版メイドインアビス 深き魂の黎明  ,"Gekijouban Made in Abyss: Fukaki Tamashii no Reimei, Made in Abyss: Dawn of the Deep Soul  ",  Status:  Finished Airing  ,"  Aired:  Jan 17, 2020  ",,"    Producers:    None found, add some  ",    Licensors:          Sentai Filmworks  ,    Studios:          Kinema Citrus  ,  Source:  Web manga  ,"  Genres:      Sci-FiSci-Fi,     AdventureAdventure,     MysteryMystery,     DramaDrama,     FantasyFantasy",  Duration:  1 hr. 45 min.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  1,717","244,388","4,770","110,391","1,397",413,"127,417",24270,33634,22309,7095,2047,643,316,144,86,218
37,Mushishi Zoku Shou,38,662,8.72,  Episodes:  10  ,  Type:  TV,https://myanimelist.net/anime/21939/Mushishi_Zoku_Shou,    Premiered:          Spring 2014          ,MUSHI-SHI -Next Passage-  ,蟲師 続章  ,"Mushi-shi Zoku Shou, Mushishi: The Next Chapter  ",  Status:  Finished Airing  ,"  Aired:  Apr 5, 2014 to Jun 21, 2014  ",    Broadcast:    Saturdays at 00:00 (JST)      ,"    Producers:          Aniplex,       Kodansha,       Delfi Sound  ",    Licensors:          Aniplex of America  ,    Studios:          Artland  ,  Source:  Manga  ,"  Genres:      AdventureAdventure,     Slice of LifeSlice of Life,     MysteryMystery,     HistoricalHistorical,     SupernaturalSupernatural,     FantasyFantasy,     SeinenSeinen",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  1,274","239,248","13,092","118,761","6,363","2,719","98,313",27212,31940,23853,9061,2298,798,220,124,61,485
38,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,39,677,8.72,  Episodes:  4  ,  Type:  OVA,https://myanimelist.net/anime/44/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Tsuioku-hen,,Samurai X: Trust and Betrayal  ,るろうに剣心―明治剣客浪漫譚―追憶編  ,"Rurouni Kenshin: Tsuiokuhen, Rurouni Kenshin: Reminiscence  ",  Status:  Finished Airing  ,"  Aired:  Feb 20, 1999 to Sep 22, 1999  ",,    Producers:          Aniplex  ,"    Licensors:          ADV Films,       Aniplex of America  ",    Studios:          Studio Deen  ,  Source:  Manga  ,"  Genres:      ActionAction,     HistoricalHistorical,     DramaDrama,     RomanceRomance,     Martial ArtsMartial Arts,     SamuraiSamurai,     ShounenShounen",  Duration:  30 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  5,387","235,484","6,672","154,111","3,218","1,888","69,595",40654,34239,26587,12144,3707,1412,466,172,105,521
39,Violet Evergarden Movie,42,657,8.71,  Episodes:  1  ,  Type:  Movie,https://myanimelist.net/anime/37987/Violet_Evergarden_Movie,,,劇場版 ヴァイオレット・エヴァーガーデン  ,Gekijouban Violet Evergarden  ,  Status:  Finished Airing  ,"  Aired:  Sep 18, 2020  ",,    Producers:          Shochiku  ,    Licensors:          Funimation  ,    Studios:          Kyoto Animation  ,  Source:  Light novel  ,"  Genres:      Slice of LifeSlice of Life,     DramaDrama,     FantasyFantasy",  Duration:  2 hr. 20 min.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  1,247","240,597","6,244","42,914","2,742",434,"188,263",11625,9388,7558,3456,984,359,116,48,30,147
40,Shigatsu wa Kimi no Uso,40,23,8.71,  Episodes:  22  ,  Type:  TV,https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso,    Premiered:          Fall 2014          ,Your Lie in April  ,四月は君の嘘  ,,  Status:  Finished Airing  ,"  Aired:  Oct 10, 2014 to Mar 20, 2015  ",    Broadcast:    Fridays at 01:20 (JST)      ,"    Producers:          Aniplex,       Dentsu,       Kodansha,       Fuji TV,       Kyoraku Industrial Holdings  ",    Licensors:          Aniplex of America  ,    Studios:          A-1 Pictures  ,  Source:  Manga  ,"  Genres:      DramaDrama,     MusicMusic,     RomanceRomance,     SchoolSchool,     ShounenShounen",  Duration:  22 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  69,390","1,600,604","87,029","1,153,826","43,416","38,275","278,058",334181,278910,202744,95452,35630,16381,7867,3321,1751,2929
41,Vinland Saga,41,122,8.71,  Episodes:  24  ,  Type:  TV,https://myanimelist.net/anime/37521/Vinland_Saga,    Premiered:          Summer 2019          ,,ヴィンランド・サガ  ,,  Status:  Finished Airing  ,"  Aired:  Jul 8, 2019 to Dec 30, 2019  ",    Broadcast:    Mondays at 00:10 (JST)      ,"    Producers:          Production I.G,       Dentsu,       Kodansha,       Twin Engine  ","    Licensors:    None found, add some  ",    Studios:          Wit Studio  ,  Source:  Manga  ,"  Genres:      ActionAction,     AdventureAdventure,     DramaDrama,     HistoricalHistorical,     SeinenSeinen",  Duration:  24 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  20,008","788,147","90,858","453,939","24,180","13,033","206,137",102515,157317,101470,33671,8795,3477,1602,851,657,1060
42,Code Geass: Hangyaku no Lelouch,43,17,8.71,  Episodes:  25  ,  Type:  TV,https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch,    Premiered:          Fall 2006          ,Code Geass: Lelouch of the Rebellion  ,コードギアス 反逆のルルーシュ  ,,  Status:  Finished Airing  ,"  Aired:  Oct 6, 2006 to Jul 29, 2007  ",    Broadcast:    Fridays at 01:25 (JST)      ,"    Producers:          Bandai Visual,       Mainichi Broadcasting System,       Bandai,       Sony Music Entertainment,       Bandai Namco Entertainment,       Hakuhodo DY Media Partners  ","    Licensors:          Funimation,       Bandai Entertainment  ",    Studios:          Sunrise  ,  Source:  Original  ,"  Genres:      ActionAction,     MilitaryMilitary,     Sci-FiSci-Fi,     Super PowerSuper Power,     DramaDrama,     MechaMecha,     SchoolSchool",  Duration:  24 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  86,846","1,705,842","76,933","1,293,236","44,725","33,156","257,792",347312,333518,231367,100530,33995,15627,7575,3327,1761,2794
43,Mononoke Hime,44,98,8.71,  Episodes:  1  ,  Type:  Movie,https://myanimelist.net/anime/164/Mononoke_Hime,,Princess Mononoke  ,もののけ姫  ,Mononoke Hime  ,  Status:  Finished Airing  ,"  Aired:  Jul 12, 1997  ",,"    Producers:          Tokuma Shoten,       Nippon Television Network  ",    Licensors:          GKIDS  ,    Studios:          Studio Ghibli  ,  Source:  Original  ,"  Genres:      ActionAction,     AdventureAdventure,     FantasyFantasy",  Duration:  2 hr. 13 min.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  15,919","937,491","12,512","785,483","3,640","1,487","134,369",194609,179376,141447,62777,18525,6039,1810,605,305,731
44,Great Teacher Onizuka,45,193,8.70,  Episodes:  43  ,  Type:  TV,https://myanimelist.net/anime/245/Great_Teacher_Onizuka,    Premiered:          Summer 1999          ,Great Teacher Onizuka  ,グレート・ティーチャー・オニヅカ  ,GTO  ,  Status:  Finished Airing  ,"  Aired:  Jun 30, 1999 to Sep 17, 2000  ",    Broadcast:    Wednesdays at 19:30 (JST)      ,"    Producers:          Aniplex,       Fuji TV  ","    Licensors:          Discotek Media,       Tokyopop  ",    Studios:          Studio Pierrot  ,  Source:  Manga  ,"  Genres:      Slice of LifeSlice of Life,     ComedyComedy,     DramaDrama,     SchoolSchool,     ShounenShounen",  Duration:  25 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  20,032","625,673","48,265","351,939","34,883","18,983","171,603",90797,98091,75102,34259,10107,3868,1518,671,404,955
45,Haikyuu!! Second Season,46,88,8.70,  Episodes:  25  ,  Type:  TV,https://myanimelist.net/anime/28891/Haikyuu_Second_Season,    Premiered:          Fall 2015          ,Haikyu!! 2nd Season  ,ハイキュー!! セカンドシーズン  ,Haikyuu!! Second Season  ,  Status:  Finished Airing  ,"  Aired:  Oct 4, 2015 to Mar 27, 2016  ",    Broadcast:    Sundays at 02:58 (JST)      ,"    Producers:          TOHO animation,       Shueisha  ",    Licensors:          Sentai Filmworks  ,    Studios:          Production I.G  ,  Source:  Manga  ,"  Genres:      ComedyComedy,     SportsSports,     DramaDrama,     SchoolSchool,     ShounenShounen",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  13,027","988,043","48,535","837,702","12,407","5,843","83,556",167502,222770,179797,61918,13234,4098,1009,402,211,1019
46,Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,47,128,8.70,  Episodes:  12  ,  Type:  TV,https://myanimelist.net/anime/40591/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen,    Premiered:          Spring 2020          ,Kaguya-sama: Love is War Season 2  ,かぐや様は告らせたい？～天才たちの恋愛頭脳戦～  ,"Kaguya Wants to be Confessed To: The Geniuses' War of Love and Brains 2nd Season, Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen 2nd Season, Kaguya-sama: Love is War 2nd Season  ",  Status:  Finished Airing  ,"  Aired:  Apr 11, 2020 to Jun 27, 2020  ",    Broadcast:    Saturdays at 23:30 (JST)      ,"    Producers:          Aniplex,       Mainichi Broadcasting System,       Shueisha,       JR East Marketing & Communications  ",    Licensors:          Aniplex of America  ,    Studios:          A-1 Pictures  ,  Source:  Manga  ,"  Genres:      ComedyComedy,     PsychologicalPsychological,     RomanceRomance,     SchoolSchool,     SeinenSeinen",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  14,855","780,363","75,445","549,007","11,799","5,571","138,541",109336,178267,132278,41887,9332,3022,898,335,215,704
47,Mushishi,48,172,8.69,  Episodes:  26  ,  Type:  TV,https://myanimelist.net/anime/457/Mushishi,    Premiered:          Fall 2005          ,Mushi-Shi  ,蟲師  ,,  Status:  Finished Airing  ,"  Aired:  Oct 23, 2005 to Jun 19, 2006  ",    Broadcast:    Sundays at 03:40 (JST)      ,"    Producers:          Avex Entertainment,       Marvelous,       SKY Perfect Well Think,       Delfi Sound  ",    Licensors:          Funimation  ,    Studios:          Artland  ,  Source:  Manga  ,"  Genres:      AdventureAdventure,     Slice of LifeSlice of Life,     MysteryMystery,     HistoricalHistorical,     SupernaturalSupernatural,     FantasyFantasy,     SeinenSeinen",  Duration:  25 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  22,341","654,226","58,294","243,994","44,647","20,807","286,484",67893,66957,53970,25303,8967,4204,1531,580,305,788
48,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,50,343,8.66,  Episodes:  1  ,  Type:  Movie,https://myanimelist.net/anime/38329/Seishun_Buta_Yarou_wa_Yumemiru_Shoujo_no_Yume_wo_Minai,,Rascal Does Not Dream of a Dreaming Girl  ,青春ブタ野郎はゆめみる少女の夢を見ない  ,,  Status:  Finished Airing  ,"  Aired:  Jun 15, 2019  ",,"    Producers:          Aniplex,       Tokyo MX,       Hakuhodo DY Music & Pictures,       Nagoya Broadcasting Network,       BS11,       ABC Animation,       Kadokawa  ",    Licensors:          Aniplex of America  ,    Studios:          CloverWorks  ,  Source:  Light novel  ,"  Genres:      SupernaturalSupernatural,     DramaDrama,     RomanceRomance,     SchoolSchool",  Duration:  1 hr. 30 min.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  6,814","430,000","9,841","320,443","2,397","1,053","96,266",74641,88381,62695,24583,7606,2812,1399,674,417,622
49,Fumetsu no Anata e,52,436,8.66,  Episodes:  20  ,  Type:  TV,https://myanimelist.net/anime/41025/Fumetsu_no_Anata_e,    Premiered:          Spring 2021          ,To Your Eternity  ,不滅のあなたへ  ,"To You, the Immortal  ",  Status:  Currently Airing  ,"  Aired:  Apr 12, 2021 to ?  ",    Broadcast:    Mondays at 22:50 (JST)      ,"    Producers:          NHK,       NHK Enterprises  ","    Licensors:    None found, add some  ",    Studios:          Brain's Base  ,  Source:  Manga  ,"  Genres:      AdventureAdventure,     SupernaturalSupernatural,     DramaDrama,     ShounenShounen",  Duration:  25 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  3,332","344,074","198,569",64,"4,119","1,924","139,398",15853,20425,15556,5500,1466,534,182,87,45,180
50,Ashita no Joe 2,51,2952,8.66,  Episodes:  47  ,  Type:  TV,https://myanimelist.net/anime/2921/Ashita_no_Joe_2,    Premiered:          Fall 1980          ,Rocky Joe 2  ,あしたのジョー２  ,Tomorrow's Joe 2  ,  Status:  Finished Airing  ,"  Aired:  Oct 13, 1980 to Aug 31, 1981  ",    Broadcast:    Unknown      ,    Producers:          Annapuru  ,"    Licensors:    None found, add some  ",    Studios:          Tokyo Movie Shinsha  ,  Source:  Manga  ,"  Genres:      ActionAction,     DramaDrama,     ShounenShounen,     Slice of LifeSlice of Life,     SportsSports",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  1,530","32,978","1,493","15,350",714,798,"14,623",4532,3064,2385,1198,455,188,75,112,109,667
